Season,Title,Airdate,Rating,Vote_count,Description
8,La casita del horror VII,27 oct. 1996,8.5,2091,Bart descubre a su gemelo siamés en el ático; Lisa se convierte en una diosa después de crear vida accidentalmente en un proyecto de feria de ciencias; y Kang y Kodos planean conquistar el planeta.
8,Solo se muda dos veces,3 nov. 1996,9.3,3931,"Después de mudarse a otra ciudad por un nuevo trabajo, Homer debe decidir si quedarse o no cuando a la familia le resulta difícil adaptarse al cambio."
8,El Homer que cae,10 nov. 1996,8.1,1842,Homer se convierte en boxeador después de que Moe descubre su increíble capacidad para resistir golpes.
8,"Burns, bebé Burns",17 nov. 1996,7.7,1814,"Los Simpson intentan reunir al jefe de Homer, el señor Burns, con Larry, el hijo perdido de Burns."
8,Bart después del anochecer,24 nov. 1996,8.3,1891,Marge encabeza una cruzada contra un local de burlesque después de descubrir que Bart trabaja allí.
8,Un Milhouse dividido,1 dic. 1996,8.1,1776,"Cuando Kirk y Luann llegan a un punto muerto en su matrimonio, Luann anuncia que se divorciará, lo que hace que Homer empiece a preocuparse por su propio matrimonio."
8,La cita de Lisa con la densidad,15 dic. 1996,7.8,1734,Lisa se enamora de Nelson e intenta reformarlo; Homer consigue un marcador automático y decide ganar dinero fácil mediante una estafa de telemarketing.
8,Huracán Neddy,29 dic. 1996,8.8,2174,"Después de que un huracán azota Springfield y destruye la casa de Ned Flanders, él sufre una crisis nerviosa y se ve obligado a enfrentar problemas de su infancia."
8,El viaje misterioso de nuestro Homer,5 ene. 1997,8.6,2310,"En el concurso anual de chili de Springfield, Homer come una preparación picante con chiles alucinógenos de Guatemala y luego tiene una visión que lo hace dudar de que Marge sea su alma gemela."
8,Los expedientes Springfield,12 ene. 1997,9.1,2966,Los agentes especiales Mulder y Scully llegan a Springfield después de que Homer asegura haber visto un extraterrestre.
8,El retorcido mundo de Marge Simpson,19 ene. 1997,7.8,1692,"Marge entra en el negocio de la venta de pretzels, pero cuando fracasa, Homer consigue ayuda de la mafia."
8,La montaña de la locura,2 feb. 1997,8.6,1953,Homer y el señor Burns quedan atrapados en una cabaña bloqueada por la nieve durante un retiro de la empresa.
8,Simpsoncalifragilisticoespialidoso,7 feb. 1997,7.7,1836,"Marge está estresada por la maternidad y contrata a una niñera británica para que ayude en la casa; para sorpresa de todos, ella les enseña a Bart y Lisa a comportarse."
8,"El show de Tomy, Daly y Poochie",7 feb. 1997,8.0,1833,"Krusty se alarma por la caída de audiencia de «El show de Tomy y Daly» y exige una solución. Los productores creen que necesitan una novedad y, después de que un grupo de prueba no sale como esperaban, crean a Poochie, un perro rapero animado que debe hacerse amigo de Tomy y Daly. Homer audiciona para ponerle la voz y obtiene el papel. El primer dibujo de Poochie, «El beagle ha aterrizado», se estrena con gran publicidad, pero tiene una pésima recepción. Los productores deciden..."
8,La fobia de Homer,16 feb. 1997,8.8,2613,"Después de que Marge se hace amiga de John, el dueño gay de una tienda, Homer teme que su presencia tenga un efecto negativo sobre la sexualidad de Bart."
8,Hermano de otra serie,23 feb. 1997,8.2,1875,"Movido por el resentimiento hacia su hermano Bob Patiño, Cecil intenta destruir Springfield haciendo explotar una represa hidroeléctrica cuya estructura hueca había financiado. Bob Patiño también demuestra tener un lado bueno."
8,"Mi hermana, mi niñera",2 mar. 1997,8.0,1747,Bart se indigna cuando Lisa se convierte en su niñera.
8,Homer contra la 18.ª Enmienda,16 mar. 1997,8.9,2237,"Después de que Bart se emborracha accidentalmente durante una celebración de San Patricio, se redescubre y aplica una antigua ley de prohibición del alcohol en Springfield. Desesperado por mantener el alcohol en la ciudad, Homer toma el asunto en sus propias manos."
8,Confidencial de la escuela primaria,6 abr. 1997,8.2,1758,"Bart descubre al director Skinner y a la señora Krabappel besándose, y no pasa mucho tiempo antes de que todo el pueblo conozca su romance secreto."
8,El motín canino,13 abr. 1997,7.7,1585,"Después de obtener fraudulentamente una tarjeta de crédito, Bart compra un nuevo perro llamado Laddie. Cuando le embargan los artículos que compró, miente diciendo que Ayudante de Santa es el perro adquirido y pronto empieza a extrañar a su mascota."
8,El viejo y Lisa,20 abr. 1997,7.9,1668,Burns pierde su fortuna y recluta a Lisa para que lo ayude a recuperarla.
8,En Marge confiamos,27 abr. 1997,8.1,1713,Marge se convierte en consejera de la iglesia; Homer descubre su rostro en el logotipo de un detergente japonés.
8,El enemigo de Homer,4 may. 1997,9.3,3945,El trabajador Frank Grimes comienza a trabajar en la planta y se irrita por la pereza de Homer; Bart compra una fábrica en ruinas por un dólar.
8,La exhibición de spin-offs de Los Simpson,11 may. 1997,7.2,1709,"Troy McClure presenta tres series derivadas: «El jefe Wiggum, investigador privado», «El Abuelo Amor-Mático» y «La hora de variedades de la familia Simpson»."
8,La guerra secreta de Lisa Simpson,18 may. 1997,7.9,1653,"Después de que una broma destruye la mitad del pueblo, Bart es enviado a una escuela militar. Lisa, en busca de un desafío, decide inscribirse con él, pero enfrenta discriminación por ser la única cadete mujer de la escuela."
9,La ciudad de Nueva York contra Homer Simpson,21 sep. 1997,9.1,3082,"Homer debe viajar a Nueva York para recuperar su auto, que quedó estacionado ilegalmente en la plaza del World Trade Center."
9,El director y el mendigo,28 sep. 1997,6.9,2043,"Durante la celebración de sus 20 años como director escolar, se descubre que el director Skinner es un impostor del verdadero Seymour Skinner."
9,El saxofón de Lisa,19 oct. 1997,8.1,1664,"Homer recuerda el primer día de escuela de Bart, una historia que coincide con la de cómo Lisa obtuvo su saxofón."
9,La casita del horror VIII,26 oct. 1997,8.2,1778,Homer lucha contra mutantes después de que Springfield es aniquilada por una bomba de neutrones; el ADN de Bart se mezcla con el de una mosca; y se revela que Marge era una bruja en el Springfield colonial.
9,La familia de las armas,2 nov. 1997,8.2,1819,"Después de un enorme disturbio provocado por un partido de fútbol, Homer compra un arma para proteger a la familia."
9,Bart estrella,9 nov. 1997,7.7,1549,"Un informe demoledor sobre la obesidad infantil en Springfield lleva a formar un equipo infantil de fútbol americano. Después de menospreciar a Ned Flanders, Homer termina entrenando al equipo, pero su favoritismo hacia Bart lo vuelve impopular."
9,Las dos señoras Nahasapeemapetilon,16 nov. 1997,7.7,1507,"Apu recibe una carta de su madre informándole que llegó el momento de cumplir con su compromiso de matrimonio arreglado, por lo que finge que Marge es su esposa."
9,"Lisa, la escéptica",23 nov. 1997,8.1,1659,Los habitantes del pueblo creen que Lisa ha desenterrado los restos fosilizados de un ángel.
9,La realidad muerde,7 dic. 1997,7.6,1507,Marge se convierte en agente inmobiliaria.
9,Milagro en la Terraza Siempreverde,21 dic. 1997,7.6,1660,"Cuando Bart quema accidentalmente el árbol de Navidad y los regalos de la familia, afirma que un ladrón se llevó todo. Como resultado, el pueblo les consigue un árbol nuevo y colabora para reunir dinero."
9,"Todo canto, todo baile",4 ene. 1998,5.0,1821,"Homer se decepciona cuando el western que alquiló resulta ser un musical, así que la familia le recuerda los momentos musicales de la historia de la serie."
9,Bart feriante,11 ene. 1998,7.7,1570,"Bart y Homer se hacen amigos de dos feriantes y los invitan a quedarse en su casa, pero estos pronto estafan a los Simpson y se quedan con la vivienda."
9,La alegría de la secta,8 feb. 1998,8.3,1759,Una secta malvada llamada los Movimentarios les lava el cerebro a los habitantes de Springfield y Marge debe recuperarlos.
9,El autobús,15 feb. 1998,8.2,1720,"Mientras los niños quedan varados en una isla desierta, Homer intenta ganar dinero con Internet."
9,La última tentación de Krusty,22 feb. 1998,7.5,1475,"Después de una actuación desastrosa, Krusty cambia su imagen y se convierte en un comediante de stand-up provocador."
9,Indemnización con mancuernas,1 mar. 1998,7.7,1480,"Homer y Moe intentan cometer fraude al seguro para que Moe pueda mantener a su nueva novia. Cuando Homer termina en la cárcel, Moe debe decidir si confiesa o no."
9,Lisa Simpson,8 mar. 1998,8.0,1665,"Lisa teme estar perdiendo su inteligencia cuando se entera del legendario gen Simpson. Mientras tanto, Jasper se congela dentro del freezer del Kwik-E-Mart."
9,Este pequeño Wiggum,22 mar. 1998,7.9,1541,"Bart se muestra reacio a pasar tiempo con Ralph Wiggum, hasta que consigue acceso a la llave maestra de la ciudad del jefe Wiggum."
9,Marea Simpson,29 mar. 1998,8.2,1643,Homer provoca un incidente internacional después de unirse a la reserva naval.
9,El problema de los trillones,5 abr. 1998,7.8,1549,"Homer se ve obligado a espiar para el fisco después de una auditoría. Pero cuando le piden recuperar un billete de un trillón de dólares del señor Burns, cambia de bando y ambos huyen a Cuba en busca de refugio."
9,Edición para chicas,19 abr. 1998,7.9,1516,"Bart y Lisa quedan atrapados en una competencia cuando conducen un noticiero infantil. Mientras tanto, Homer adopta un mono ayudante."
9,Basura de los titanes,26 abr. 1998,8.4,1837,Homer se convierte en comisionado de saneamiento de Springfield. Su ineptitud contamina el pueblo y conduce a una solución drástica.
9,Rey de la colina,3 may. 1998,8.2,1620,"Después de humillar a Bart en un picnic de la iglesia, Homer decide ponerse en forma. Poco después, una empresa de barras energéticas se comunica con él para que escale una montaña como promoción."
9,Perdimos a Lisa,10 may. 1998,7.8,1453,Lisa se pierde después de intentar tomar un autobús hacia un museo.
9,Besadores por naturaleza,17 may. 1998,8.0,1578,El intento de Homer y Marge por darle emoción a su matrimonio termina con la pareja siendo perseguida desnuda por Springfield.
10,La grasa del baile,23 ago. 1998,7.6,1592,Homer y Bart intentan montar su propio negocio de grasa; Lisa organiza un baile escolar.
10,El mago de la Terraza Siempreverde,20 sep. 1998,8.2,1671,La crisis de la mediana edad de Homer lo lleva a un desastroso intento de convertirse en inventor.
10,"Bart, la madre",27 sep. 1998,7.6,1515,"Cuando Bart mata accidentalmente a una madre pájaro, intenta compensarlo criando sus huevos."
10,La casita del horror IX,25 oct. 1998,8.0,1739,Homer recibe un trasplante de cabello maligno; Bart y Lisa quedan atrapados en un dibujo animado de Tomy y Daly; y se revela que Maggie es extraterrestre.
10,Cuando le pides un deseo a una estrella,8 nov. 1998,7.3,1528,Homer se convierte en alguien de confianza en Hollywood cuando se hace amigo de Alec Baldwin y Kim Basinger.
10,D'oh en el viento,15 nov. 1998,7.6,1493,Homer se vuelve hippie después de una revelación sobre su segundo nombre.
10,Lisa obtiene una «A»,22 nov. 1998,8.1,1559,"Cuando Lisa hace trampa en un examen, sufre una crisis moral porque su puntuación perfecta hace que la escuela califique para recibir fondos; Homer adopta una langosta como mascota."
10,Homer Simpson en: «Problemas renales»,6 dic. 1998,7.3,1456,A Homer le entra miedo antes de una operación de trasplante que podría salvar la vida del Abuelo.
10,Alcalde de la mafia,20 dic. 1998,8.2,1646,Homer se enfrenta a la corrupción cuando se convierte en guardaespaldas del alcalde Quimby.
10,Viva Ned Flanders,10 ene. 1999,7.9,1563,"Cuando Homer lleva a Ned a Las Vegas para intentar que se relaje, ambos terminan casándose borrachos con dos camareras de cócteles."
10,Los Bart salvajes no pueden ser domados,17 ene. 1999,7.8,1471,Los niños de Springfield se rebelan después de que se impone un toque de queda.
10,"Domingo, maldito domingo",31 ene. 1999,7.0,1444,"Homer y sus amigos viajan al Super Bowl, pero deben entrar a escondidas cuando descubren que sus entradas son falsas."
10,Homer al máximo,7 feb. 1999,7.8,1513,Homer cambia su nombre cuando un torpe personaje de televisión llamado Homer Simpson se convierte de la noche a la mañana en una sensación.
10,Estoy con Cupido,14 feb. 1999,7.3,1379,Los maridos de Springfield planean vengarse después de que Apu los deja en evidencia durante el Día de San Valentín.
10,Marge Simpson en «Bocinas amarillas chillantes»,21 feb. 1999,7.3,1397,La nueva camioneta todoterreno de Marge le provoca un intenso caso de ira al volante.
10,Hazle lugar a Lisa,28 feb. 1999,7.6,1373,Lisa siente que nunca tendrá una relación cercana con su padre y desarrolla dolores de estómago provocados por el estrés; Marge deja inconsciente accidentalmente a Milhouse.
10,Homerdrive al máximo,28 mar. 1999,7.7,1455,"Homer completa una entrega de costa a costa para un camionero que muere antes de terminarla y lleva a Bart con él. Mientras tanto, Marge y Lisa tienen problemas con un novedoso timbre que compran."
10,Historias bíblicas de Los Simpson,4 abr. 1999,7.4,1453,Tres famosas historias religiosas son reinterpretadas al estilo de Los Simpson mientras la familia se queda dormida en la iglesia.
10,Arte de mamá y papá,11 abr. 1999,7.6,1462,Homer se convierte en tema de conversación de la comunidad artística de Springfield cuando una parrilla fallida que construyó es confundida con una obra de arte.
10,El viejo y el estudiante con «C»,25 abr. 1999,7.3,1319,Bart es castigado con servicio comunitario en el Castillo de Retiro después de arruinar las posibilidades de Springfield de albergar los Juegos Olímpicos.
10,Monty no puede comprarme amor,2 may. 1999,7.1,1323,"Cuando un hombre adinerado se muda a Springfield, el señor Burns empieza a sentir que está perdiendo influencia sobre los habitantes y decide pedir ayuda a Homer."
10,Ellos salvaron el cerebro de Lisa,9 may. 1999,7.3,1353,"Lisa es invitada a unirse al capítulo de MENSA de Springfield y, después de que el alcalde Quimby huye, el grupo termina gobernando la ciudad. Mientras tanto, Homer posa para una serie de fotos eróticas."
10,Treinta minutos sobre Tokio,16 may. 1999,8.0,1630,Los Simpson deben participar en un programa de concursos japonés después de que Homer pierde el dinero de sus vacaciones.
11,Más allá de Blunderdome,26 sep. 1999,7.3,1512,"Convencido de que es el único hombre con el valor de decirle la verdad, Mel Gibson insiste en que Homer lo acompañe a Hollywood para ayudarlo a arreglar su nueva película."
11,El pequeño ayudante del hermano,3 oct. 1999,7.5,1326,"A Bart le recetan medicamentos para controlar su conducta, pero las pastillas hacen que se vuelva paranoico y pierda la cordura."
11,¿Adivina quién viene a criticar la cena?,24 oct. 1999,7.5,1343,"Las críticas negativas de Homer como crítico gastronómico ponen su vida en peligro. Por suerte, Lisa lucha por él."
11,La casita del horror X,31 oct. 1999,7.8,1549,Los Simpson intentan ocultar el asesinato accidental de Ned Flanders. Bart y Lisa adquieren superpoderes. Un apocalipsis electrónico amenaza Springfield.
11,E-I-E-I-(gruñido molesto),7 nov. 1999,7.8,1436,Homer se acobarda ante un duelo con pistolas y se esconde con el resto de la familia en una granja rural.
11,"Hola, canaleta; hola, papá",14 nov. 1999,7.3,1263,Homer se convierte en una celebridad menor en Springfield después de jugar una partida perfecta de bolos.
11,Ocho malportados,21 nov. 1999,7.0,1259,Apu lucha con la paternidad después de que Manjula da a luz a octillizos.
11,"Llévate a mi esposa, canalla",28 nov. 1999,7.1,1287,"El intento de Homer de crear una pandilla de motociclistas atrae a una pandilla real, que secuestra a Marge."
11,La estafa de los Reyes Magos,19 dic. 1999,7.3,1374,"Una empresa de juguetes compra la Escuela Primaria de Springfield y utiliza al alumnado como grupo de prueba para su nuevo juguete navideño, Funzo."
11,Pequeña gran mamá,9 ene. 2000,7.3,1234,Lisa descubre lo difícil que es la vida de Marge cuando su madre queda inmovilizada y ella pasa a ser la mujer de la casa. Las travesuras de Homer y Bart la alteran tanto que conspira para darles una lección.
11,Fe fuera,16 ene. 2000,6.8,1232,Bart llega a creer que tiene poderes curativos especiales después de asistir a un culto religioso bajo una carpa.
11,La familia de la mansión,23 ene. 2000,7.3,1252,Homer queda a cargo de la mansión del señor Burns mientras este está ausente y lleva el yate de Burns a aguas internacionales para hacer una fiesta.
11,Galáctica de montura dolorida,6 feb. 2000,6.5,1402,Los Simpson rescatan un caballo maltratado y lo convierten en competidor de carreras. Homer descubre una conspiración secreta sobre los jinetes. Lisa intenta comunicarse con el presidente Clinton cuando los resultados de una competencia de talento de bandas escolares parecen manipulados.
11,"Solo otra vez, natura-diddly",13 feb. 2000,7.7,1495,Ned enfrenta su dolor tras la muerte prematura de Maude.
11,Misionero: imposible,20 feb. 2000,7.3,1323,"Cuando Homer es buscado para matarlo por incumplir una promesa de donación de 10.000 dólares a PBS, el reverendo Alegría consigue que haga trabajo misionero en el Pacífico Sur hasta que se calmen las cosas."
11,Pigmoelión,27 feb. 2000,7.3,1262,"La cirugía plástica no solo transforma a Moe el cantinero de feo en atractivo, sino que también lo ayuda a conseguir un trabajo en una exitosa telenovela diurna."
11,Bart al futuro,19 mar. 2000,7.1,1388,Bart obtiene un vistazo del futuro mientras la familia está de vacaciones en un casino indígena.
11,Días de vino y d'oh'sas,9 abr. 2000,7.3,1231,A Homer no le gusta que Barney deje de beber; Bart y Lisa se meten en problemas al participar en un concurso de fotografía para la portada de la nueva guía telefónica.
11,Mata al caimán y corre,30 abr. 2000,6.5,1360,"Temiendo que solo le queden tres años de vida, Homer muda a la familia a Florida para vivir mejor, hasta que se convierten en fugitivos después de herir a un famoso caimán."
11,El último tap de Springfield,7 may. 2000,7.1,1223,Lisa tiene dificultades para aprender tap; Bart y Milhouse se escapan del campamento de verano para pasar una semana viviendo en el centro comercial.
11,"Es una Marge loca, loca, loca, loca",14 may. 2000,7.2,1256,"Todos adoran a Becky, la nueva huésped de los Simpson. Todos excepto Marge, quien cree que Becky quiere matarla."
11,Detrás de las risas,21 may. 2000,7.9,1575,"Los fanáticos son invitados a mirar detrás de escena de «Los Simpson», repasando algunas de las experiencias más memorables que ha vivido la familia."
12,La casita del horror XI,1 nov. 2000,7.6,1455,Homer debe realizar una buena acción para entrar al Cielo; Bart y Lisa encuentran a una bruja en una casa de jengibre; delfines superinteligentes contraatacan a la humanidad.
12,Historia de dos Springfields,5 nov. 2000,7.5,1385,Springfield se divide en dos cuando Homer se rebela porque cambian su código de área; el nuevo pueblo se amuralla para separarse de sus vecinos.
12,Krusty tiene una hija,12 nov. 2000,7.0,1249,"Después de enterarse de que tiene una hija, Krusty recurre a Homer para pedirle consejos sobre paternidad."
12,"Lisa, la amante de los árboles",19 nov. 2000,7.2,1260,El enamoramiento de Lisa por un activista ambiental la inspira a vivir en un árbol amenazado por leñadores.
12,Homer contra la dignidad,26 nov. 2000,7.0,1308,"Desesperado por conseguir dinero, Homer acepta pagos del señor Burns a cambio de humillarse."
12,La computadora llevaba zapatos amenazantes,3 dic. 2000,7.7,1359,"El sitio web de chismes de Homer se convierte en un gran éxito, pero cuando se queda sin información recurre a inventar noticias."
12,La gran estafa del dinero,10 dic. 2000,7.3,1276,Todo Springfield conspira para darles una lección a Homer y Bart después de que ambos comienzan a realizar estafas de confianza.
12,El sentido de la nieve de Skinner,17 dic. 2000,7.9,1471,"Una extraña tormenta de nieve deja atrapados a los alumnos de la Escuela Primaria de Springfield dentro del edificio. Con sus vidas en riesgo, dependen de los esfuerzos de rescate de un aturdido Homer y Ned."
12,Homr,7 ene. 2001,8.1,1527,"Una radiografía revela un crayón alojado en el cerebro de Homer. Tras retirárselo, Homer experimenta un repentino aumento de inteligencia que lo acerca a Lisa y lo aísla de sus amigos."
12,Mamá tras las rejas,14 ene. 2001,7.2,1265,"Marge se hace amiga de un convicto con talento artístico. Mientras tanto, Homer se enfrenta a la industria quiropráctica después de crear una cura milagrosa para el dolor de espalda."
12,El peor episodio de todos,4 feb. 2001,7.4,1301,Bart y Milhouse quedan a cargo de la tienda de historietas después de que el Hombre de las Historietas es hospitalizado.
12,La amenaza del tenis,11 feb. 2001,6.8,1254,"Homer instala una cancha de tenis en el patio, pero su pésimo juego provoca una división en la familia."
12,El día del bribón,18 feb. 2001,7.1,1148,Bob Patiño regresa con un plan para lavarle el cerebro a Bart y matar a Krusty.
12,Nuevos chicos en el grupo,25 feb. 2001,7.2,1386,"Un productor musical ofrece a Bart y sus amigos la oportunidad de formar parte de una prometedora boy band, pero los chicos dejan de estar interesados después de hacer un descubrimiento."
12,"Homer hambriento, hambriento",4 mar. 2001,7.5,1262,Homer se ve obligado a iniciar una huelga de hambre contra los Isótopos de Springfield después de descubrir un plan secreto para trasladar el equipo de béisbol a Nuevo México.
12,"Adiós, nerd",11 mar. 2001,6.6,1200,"Los problemas con una abusona llevan a Lisa a investigar qué hace que los agresores sean violentos. Mientras tanto, Homer entra en el negocio de hacer casas seguras para bebés."
12,Safari Simpson,1 abr. 2001,6.8,1238,Los Simpson ganan un viaje a África después de que Homer encuentra en el ático una galleta de animal dorada de los años 60.
12,Trilogía del error,29 abr. 2001,8.6,1862,"La carrera de Homer al hospital para que le vuelvan a unir el pulgar cercenado, la carrera de Lisa a la escuela para ganar la feria de ciencias y el encuentro de Bart con un negocio ilegal de fuegos artificiales se conectan desde los distintos puntos de vista de cada uno."
12,Me voy a Praiseland,6 may. 2001,7.2,1213,"Con la ayuda de Homer, Flanders intenta crear un parque temático cristiano basado en los dibujos del cuaderno de bocetos de Maude."
12,Hijos de un Homer menor,13 may. 2001,7.2,1135,"Después de que una lesión incapacitante lo obliga a quedarse en casa, Homer abre una guardería infantil."
12,Relatos exagerados de Los Simpson,20 may. 2001,7.0,1182,"Un vagabundo les cuenta a los Simpson historias exageradas durante un viaje en tren a Delaware. En la primera, Homer es expulsado de la sociedad como Paul Bunyan. Luego Lisa recorre el país plantando árboles como Connie Appleseed. Finalmente, Bart y Nelson bajan el Misisipi en balsa como Tom Sawyer y Huck Finn."
13,La casita del horror XII,6 nov. 2001,7.5,1417,Una gitana maldice a Homer; la nueva casa automatizada de los Simpson falla e intenta matar a Homer; Bart y Lisa asisten a una escuela para magos.
13,El rap de los padres,11 nov. 2001,7.0,1170,"Después de que Bart sale a pasear sin permiso en un patrullero, una jueza ordena que permanezca atado a Homer en todo momento."
13,Homer el Moe,18 nov. 2001,7.1,1164,Homer y sus amigos se ven obligados a beber en el garaje de los Simpson después de que Moe el cantinero remodela su bar decadente y lo convierte en un local de moda.
13,Un Burns enamorado,2 dic. 2001,7.0,1111,El señor Burns se enamora de una mujer más joven y recluta a Homer para que lo ayude a impresionarla.
13,Los años de la metida de pata,9 dic. 2001,7.6,1247,Un hipnotizador descubre una experiencia traumática de la infancia de Homer.
13,Ella de poca fe,16 dic. 2001,7.1,1224,"Homer y Bart construyen juntos un cohete a escala que destruye la Primera Iglesia de Springfield. Para recaudar dinero para las reparaciones, la iglesia vende espacios publicitarios, indignando a Lisa, quien se convierte en budista con la ayuda de la estrella invitada Richard Gere."
13,Pelea en la familia,6 ene. 2002,6.8,1102,"Un trabajador de servicios sociales logra unir a la familia Simpson, pero su nueva felicidad se ve amenazada cuando la camarera de cócteles con la que Homer se casó en Las Vegas aparece en su puerta."
13,Dulce y amarga Marge,20 ene. 2002,6.9,1101,Marge impulsa una prohibición del azúcar después de que Springfield es declarada la ciudad más obesa de Estados Unidos.
13,Mandíbulas cerradas,27 ene. 2002,7.2,1133,Marge no soporta el silencio después de que a Homer le inmovilizan la mandíbula con alambres.
13,Una propuesta medio decente,10 feb. 2002,7.3,1174,"Artie Ziff, el amor de secundaria de Marge, regresa y ofrece a Homer un millón de dólares para pasar un fin de semana con Marge."
13,Bart quiere lo que quiere,17 feb. 2002,7.0,1069,"Bart rompe con su nueva novia Greta, pero se pone celoso cuando ella empieza a salir con Milhouse."
13,El arma más reciente del Oeste,24 feb. 2002,6.4,1121,Bart conoce a una retirada estrella de películas de vaqueros y lo convence de regresar en El show de Krusty el Payaso.
13,El viejo y la llave,10 mar. 2002,6.4,1070,Abe recupera su licencia de conducir para impresionar a una nueva mujer del hogar de ancianos.
13,Relatos del dominio público,17 mar. 2002,7.2,1098,"Homer lee tres historias de un libro atrasado de la biblioteca: Homer como Odiseo intentando volver a Ítaca, Lisa como Juana de Arco conduciendo a los franceses a la victoria y Bart como Hamlet vengando la muerte de su padre."
13,Échale la culpa a Lisa,31 mar. 2002,7.0,1133,"Lisa apadrina a un huérfano en Brasil y, cuando desaparece, convence a la familia de viajar allí para buscarlo. Una vez en Brasil, Homer es secuestrado."
13,Fin de semana con Burnsie,7 abr. 2002,7.7,1275,"Después de una traumática lesión ocular, Homer se convierte en consumidor habitual de marihuana medicinal."
13,Asado de Gump,21 abr. 2002,5.4,1227,"En este episodio recopilatorio, los habitantes de Springfield homenajean a Homer Simpson con un roast, pero la celebración empeora cuando unos extraterrestres irrumpen en ella."
13,Estoy furioso amarillo,28 abr. 2002,7.7,1217,"La historieta de Bart sobre Homer se convierte en un éxito en Internet, lo que impulsa a Homer a intentar controlar su ira."
13,El Apu más dulce,5 may. 2002,6.7,1029,El matrimonio de Apu está en crisis después de que Manjula descubre que él le fue infiel.
13,Niña pequeña en la gran universidad,12 may. 2002,7.1,1051,Lisa finge ser estudiante universitaria cuando se hace amiga de dos chicas de la universidad; Bart se ve obligado a vivir en una burbuja de plástico después de que lo pica un mosquito.
13,El juego de la fritura,19 may. 2002,7.0,1088,Homer y Marge terminan en el corredor de la muerte después de ser incriminados por asesinato.
13,Papá tiene una placa nueva,22 may. 2002,7.8,1283,Homer se convierte en jefe de policía después de que un escándalo obliga a Wiggum a dejar el cargo.
14,La casita del horror XIII,3 nov. 2002,7.6,1313,Homer se clona con una hamaca mágica; vaqueros zombis regresan de entre los muertos después de que Springfield prohíbe las armas; la familia Simpson pasa unas vacaciones en una isla donde el Dr. Hibbert puede convertir a las personas en animales.
14,Cómo pasé mis vacaciones rockeras,10 nov. 2002,7.3,1211,"Cuando Homer es grabado en secreto quejándose de su familia dentro de un taxi, ellos lo envían a un campamento de fantasía de rock and roll para que intente vivir su sueño."
14,Bart contra Lisa contra tercer grado,17 nov. 2002,7.1,1119,"Bart repite un grado y Lisa adelanta uno, respectivamente, por lo que terminan en la misma clase."
14,Marge grande,24 nov. 2002,7.0,1168,Marge recibe accidentalmente implantes mamarios.
14,Refugio enloquecido,1 dic. 2002,6.7,1080,La familia Simpson debe participar en un reality show en el que intenta vivir de la misma manera que las familias del siglo XIX.
14,El gran detective de piojos,15 dic. 2002,7.2,1130,Homer debe recurrir a Bob Patiño para rastrear a un posible asesino.
14,Edna especial,5 ene. 2003,7.1,1097,"Después de que Skinner vuelve a decepcionar a la señora Krabappel, Bart la lleva al cine. Para animarla, la nomina al premio «Maestra del Año». La nominación es aceptada y pronto la familia Simpson y la señora Krabappel viajan a la ceremonia en Orlando, Florida, donde Skinner intenta recuperarla pidiéndole matrimonio."
14,El padre que sabía muy poco,12 ene. 2003,7.2,1085,Homer contrata a un detective privado para conocer mejor a Lisa.
14,Los fuertes brazos de mamá,2 feb. 2003,6.7,1102,Marge comienza a practicar culturismo para aumentar su autoestima después de ser asaltada en el Kwik-E-Mart.
14,Reza por cualquier cosa,9 feb. 2003,6.7,996,"Homer recurre a la religión para conseguir lo que quiere y pronto recibe la iglesia como indemnización por una lesión. Luego la convierte en su lugar personal de fiestas y el reverendo Alegría abandona Springfield, dejándola entregada al hedonismo."
14,Bart se independiza,16 feb. 2003,6.6,1119,"Después de descubrir que Homer despilfarró el dinero que ganó de bebé en un comercial, Bart se muda a un loft y conoce a la leyenda del skate Tony Hawk."
14,Deletreo tan rápido como puedo,16 feb. 2003,7.2,1052,"Lisa participa en las Olimpiadas de Deletreo, mientras Homer está ocupado viajando por el país porque Krusty Burger prueba un nuevo sándwich. Lisa confía en que ganará hasta que descubre que el concurso está arreglado en su contra."
14,Una estrella vuelve a nacer,2 mar. 2003,6.9,1049,"Ned Flanders empieza a salir con una famosa estrella de cine, pero tiene dificultades con los tabloides que los siguen a todas partes."
14,El señor Spritz va a Washington,9 mar. 2003,6.8,989,La familia hace que Krusty se postule al Congreso porque el tráfico aéreo ha sido desviado y pasa peligrosamente cerca de su casa.
14,C.E.D'oh,16 mar. 2003,7.1,952,Homer toma el control de la planta nuclear después de engañar al señor Burns para que lo convierta oficialmente en propietario de la planta.
14,Disculpa mientras extraño el cielo,30 mar. 2003,7.1,962,Lisa se interesa por la astronomía y comienza a luchar contra la contaminación lumínica que le impide disfrutar de su nuevo pasatiempo.
14,Tres gays en un condominio,13 abr. 2003,7.1,1085,"Cuando Homer encuentra una vieja nota que revela que Marge solo se casó con él porque estaba embarazada de Bart, se muda a un condominio con dos hombres gays."
14,"Amigo, ¿dónde está mi rancho?",27 abr. 2003,6.9,1106,"Homer escribe un villancico llamado «Todos odian a Ned Flanders», que pronto se vuelve tan popular que la familia decide irse del pueblo por un tiempo."
